StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Active,Riverside,Palm Springs Unified,Palm Springs High,2401 East Baristo Road,Palm Springs,92262-7217,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,C,N,33.819499,-116.51796,12/8/2016
Active,Riverside,Palm Springs Unified,Agua Caliente Elementary,30-800 San Luis Rey Plaza,Cathedral City,92234-6045,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.822882,-116.48834,9/15/2015
Active,Riverside,Palm Springs Unified,Cahuilla Elementary,833 East Mesquite Avenue,Palm Springs,92264-8414,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.808593,-116.53829,9/15/2015
Active,Riverside,Palm Springs Unified,Cathedral City Elementary,69300 Converse Road,Cathedral City,92234-7040,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.790622,-116.45434,9/15/2015
Active,Riverside,Palm Springs Unified,Cielo Vista Charter,650 South Paseo Dorotea,Palm Springs,92264-1406,CA,7/1/1980,,Y,Locally funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.814013,-116.50171,12/8/2016
Active,Riverside,Palm Springs Unified,Bella Vista Elementary,65750 Avenida Jalisco,Desert Hot Springs,92240-1674,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.961124,-116.50167,6/18/2015
Active,Riverside,Palm Springs Unified,Katherine Finchy Elementary,777 East Tachevah Drive,Palm Springs,92262-4903,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.837562,-116.53892,5/10/2016
Active,Riverside,Palm Springs Unified,Rancho Mirage Elementary,42-985 Indian Trail Road,Rancho Mirage,92270-4104,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.740980,-116.42123,6/18/2015
Active,Riverside,Palm Springs Unified,Vista del Monte Elementary,2744 North Via Miraleste,Palm Springs,92262-2274,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.855288,-116.54070,9/4/2015
Active,Riverside,Palm Springs Unified,Nellie N. Coffman Middle,34-603 Plumley Road,Cathedral City,92234-6326,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.795328,-116.44940,7/19/2016
Active,Riverside,Palm Springs Unified,Raymond Cree Middle,1011 Vista Chino,Palm Springs,92262-3207,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.844797,-116.53631,7/19/2016
Active,Riverside,Palm Springs Unified,Julius Corsini Elementary,68750 Hacienda Drive,Desert Hot Springs,92240-6551,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.943489,-116.44873,9/15/2015
Active,Riverside,Palm Springs Unified,Della S. Lindley Elementary,31-495 Robert Road,Thousand Palms,92276-3343,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.820134,-116.39691,6/18/2015
Active,Riverside,Palm Springs Unified,Landau Elementary,30310 Landau Boulevard,Cathedral City,92234-5200,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.828229,-116.47552,9/15/2015
Active,Riverside,Palm Springs Unified,Desert Springs Middle,66-755 Two Bunch Palms Trail,Desert Hot Springs,92240-5775,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.946801,-116.49521,6/18/2015
Active,Riverside,Palm Springs Unified,Sunny Sands Elementary,69-310 McCallum Way,Cathedral City,92234-2997,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.823232,-116.45554,9/15/2015
Active,Riverside,Palm Springs Unified,Bubbling Wells Elementary,67501 Camino Campanero,Desert Hot Springs,92240-6869,CA,9/1/1992,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.939423,-116.48570,7/19/2016
Active,Riverside,Palm Springs Unified,James Workman Middle,69-300 30th Avenue,Cathedral City,92234-4921,CA,9/2/1995,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.830520,-116.44191,6/18/2015
Active,Riverside,Palm Springs Unified,Two Bunch Palms Elementary,14250 West Drive,Desert Hot Springs,92240-5655,CA,8/31/1998,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.945040,-116.50996,9/4/2015
Active,Riverside,Palo Verde Unified,,295 North First Street,Blythe,92225-1703,CA,,,,,54,Unified School District,,,,,,,,33.613925,-114.59557,11/23/2016
Active,Riverside,Palo Verde Unified,Blythe District Preschool,295 East Chanslor Way,Blythe,92225-4512,CA,5/1/2008,,N,,54,Unified School District,08,Preschool,Traditional,Preschool,P,N,,33.617688,-114.59423,1/12/2015
Active,Riverside,Palo Verde Unified,Twin Palms Continuation,811 West Chanslor Way,Blythe,92225-1118,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,P,N,33.617435,-114.60585,7/21/2015
Active,Riverside,Palo Verde Unified,Palo Verde High,667 North Lovekin Boulevard,Blythe,92225-1136,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,P,N,33.621078,-114.60582,6/18/2015
Active,Riverside,Palo Verde Unified,Felix J. Appleby Elementary,10321 Vernon Ave,Blythe,92225-3113,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.599436,-114.59160,7/20/2016
Active,Riverside,Palo Verde Unified,Margaret White Elementary,610 North Broadway,Blythe,92225-1331,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.620087,-114.59695,7/22/2015
Active,Riverside,Palo Verde Unified,Ruth Brown Elementary,241 North Seventh Avenue,Blythe,92225-1825,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.613044,-114.58810,7/22/2015
Active,Riverside,Palo Verde Unified,Blythe Middle,825 North Lovekin Boulevard,Blythe,92225-1129,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,8,P,N,33.623669,-114.60587,10/9/2015
Active,Riverside,Perris Elementary,,143 East First Street,Perris,92570-2113,CA,,,,,52,Elementary School District,,,,,,,,33.785506,-117.22711,12/7/2016
Active,Riverside,Perris Elementary,Railway Elementary,555 Alpine Drive,Perris,92570-6216,CA,8/14/2006,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,Y,33.760510,-117.23497,7/19/2016
Active,Riverside,Perris Elementary,Sky View Elementary,625 Mildred Street,Perris,92570-3930,CA,8/14/2006,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.795655,-117.21249,6/18/2015
Active,Riverside,Perris Elementary,Rob Reiner Children & Families Center,2221 South A Street,Perris,92570-9318,CA,8/18/2008,,N,,52,Elementary School District,08,Preschool,Traditional,Preschool,P,N,,33.760866,-117.23366,2/12/2016
Active,Riverside,Perris Elementary,Clearwater Elementary,1640 Murrieta Road,Perris,92571,CA,8/15/2016,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.802420,-117.20865,8/1/2016
Active,Riverside,Perris Elementary,Good Hope Elementary,24050 Theda Street,Perris,92570-7526,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.771061,-117.27564,10/13/2015
Active,Riverside,Perris Elementary,Perris Elementary,500 A Street,Perris,92571-1956,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.794820,-117.21002,6/18/2015
Active,Riverside,Perris Elementary,Innovative Horizons Charter,1461 North A Street,Perris,92570-1968,CA,7/1/1980,,Y,Locally funded,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,33.799923,-117.23475,7/20/2016
Active,Riverside,Perris Elementary,Palms Elementary,255 East Jarvis,Perris,92571-2825,CA,7/6/1994,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.792000,-117.22051,6/18/2015
Active,Riverside,Perris Elementary,Enchanted Hills Elementary,1357 Mount Baldy Street,Perris,92570-1884,CA,8/19/2002,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.785136,-117.25666,10/13/2015
Active,Riverside,Perris Union High,,155 East Fourth Street,Perris,92570-2124,CA,,,,,56,High School District,,,,,,,,33.782369,-117.22736,8/25/2016
Active,Riverside,Perris Union High,California Military Institute,755 North A Street,Perris,92570-1958,CA,8/13/2003,,Y,Locally funded,56,High School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,5-12,P,N,33.794308,-117.23474,4/20/2016
Active,Riverside,Perris Union High,Heritage High,26000 Briggs Road,Romoland,92585-3230,CA,8/8/2007,,N,,56,High School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.742985,-117.13647,8/25/2016
Active,Riverside,Perris Union High,Educational Options,515 East Seventh Street,Perris,92570-2464,CA,8/10/2016,,N,,56,High School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,7-12,V,N,33.779320,-117.21907,12/7/2016
Active,Riverside,Perris Union High,Extended Learning Center,755 North A Street,Perris,92570-1958,CA,7/1/1980,,N,,56,High School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,33.792290,-117.23450,1/29/2016
Active,Riverside,Perris Union High,Perris Lake High (Continuation),418 West Ellis,Perris,92570-4544,CA,7/1/1980,,N,,56,High School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,33.772070,-117.24515,6/18/2015
Active,Riverside,Perris Union High,Paloma Valley High,31375 Bradley Road,Menifee,92584-9368,CA,9/7/1995,,N,,56,High School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.665117,-117.18878,6/18/2015
Active,Riverside,Perris Union High,The Academy Community Day,515 East Seventh Street,Perris,92570-2464,CA,9/6/1996,,N,,56,High School District,69,District Community Day Schools,Community Day School,High School,7-12,C,N,33.779279,-117.22003,12/7/2016
Active,Riverside,Perris Union High,Perris High,175 East Nuevo Road,Perris,92571-2910,CA,7/1/1980,,N,,56,High School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.801127,-117.22389,6/18/2015
Active,Riverside,Perris Union High,Pinacate Middle,1990 South A Street,Perris,92570-4507,CA,7/1/1980,,N,,56,High School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.764986,-117.23444,8/25/2016
Active,Riverside,Riverside Unified,,3380 14th Street,Riverside,92516-2800,CA,,,,,54,Unified School District,,,,,,,,33.973930,-117.37465,7/7/2015
Active,Riverside,Riverside Unified,Lake Mathews Elementary,12252 Blackburn Road,Riverside,92503-7083,CA,8/28/2003,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.863423,-117.44728,6/18/2015
Active,Riverside,Riverside Unified,Mark Twain Elementary,19411 Krameria Avenue,Riverside,92508-9602,CA,8/28/2006,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.880095,-117.32387,7/27/2016
Active,Riverside,Riverside Unified,Patricia Beatty Elementary,4261 Latham Road,Riverside,92501-1712,CA,8/27/2007,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,34.002014,-117.37295,6/18/2015
Active,Riverside,Riverside Unified,Riverside Virtual,4011 Fourteenth Street,Riverside,92506-4002,CA,8/27/2007,,N,,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,F,N,33.977443,-117.38103,6/18/2015
Active,Riverside,Riverside Unified,Frank Augustus Miller Middle,17925 Krameria Avenue,Riverside,92504-6022,CA,8/24/2009,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.879862,-117.35012,6/18/2015
Active,Riverside,Riverside Unified,REACH Leadership STEAM Academy,4850 Jurupa Avenue,Riverside,92504-1709,CA,9/4/2012,,Y,Directly funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.961055,-117.40896,10/3/2016
Active,Riverside,Riverside Unified,Educational Options Center State Preschool,6401 Lincoln Avenue,Riverside,92506-4424,CA,8/26/2013,,N,,54,Unified School District,08,Preschool,Traditional,Preschool,P,N,,33.940589,-117.37892,4/2/2015
Active,Riverside,Riverside Unified,Riverside STEM Academy,4466 Mount Vernon Avenue,Riverside,92507-4864,CA,8/25/2014,,N,,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,5-12,N,N,33.968546,-117.31368,6/18/2015
Active,Riverside,Riverside Unified,Encore High School for the Arts - Riverside,3800 Main Street,Riverside,92501-2864,CA,7/1/2015,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,7-12,N,N,33.981601,-117.37432,8/24/2016
Active,Riverside,Riverside Unified,Arlington High,2951 Jackson Street,Riverside,92503-5732,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.912916,-117.42955,6/20/2016
Active,Riverside,Riverside Unified,Summit View Independent Study,6401 Lincoln Avenue,Riverside,92506-4413,CA,7/1/1980,,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,K-12,N,N,33.940630,-117.37898,6/18/2015
Active,Riverside,Riverside Unified,Opportunity Program,6401 Lincoln Avenue,Riverside,92506-4424,CA,7/1/1980,,N,,54,Unified School District,13,Opportunity Schools,Opportunity School,High School,7-12,N,N,33.940630,-117.37898,6/18/2015
Active,Riverside,Riverside Unified,Raincross High (Continuation),6401 Lincoln Avenue,Riverside,92506-4424,CA,7/1/1994,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,33.940630,-117.37898,6/18/2015
Active,Riverside,Riverside Unified,Martin Luther King Jr. High,9301 Wood Road,Riverside,92508-9459,CA,9/2/1999,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.885469,-117.33137,7/7/2015
Active,Riverside,Riverside Unified,John W. North High,1550 West Third Street,Riverside,92507-3404,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.982968,-117.34610,7/27/2016
Active,Riverside,Riverside Unified,Polytechnic High,5450 Victoria Avenue,Riverside,92506-3362,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,33.952639,-117.37019,6/18/2015
Active,Riverside,Riverside Unified,Ramona High,7675 Magnolia Avenue,Riverside,92504-3627,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,Y,33.938785,-117.41435,6/18/2015
Active,Riverside,Riverside Unified,Riverside Adult,6735 Magnolia Avenue,Riverside,92506-2910,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,33.951495,-117.39897,6/20/2016
Active,Riverside,Riverside Unified,Abraham Lincoln Continuation,4341 Victoria Avenue,Riverside,92507-5009,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,33.971135,-117.36598,9/6/2016
Active,Riverside,Riverside Unified,Adams Elementary,8362 Colorado Avenue,Riverside,92504-2305,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.944767,-117.43552,7/7/2015
Active,Riverside,Riverside Unified,Alcott Elementary,2433 Central Avenue,Riverside,92506-3408,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.953860,-117.36463,7/27/2016
Active,Riverside,Riverside Unified,Bryant Elementary,4324 Third Street,Riverside,92501-2699,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.990141,-117.37855,6/18/2015
Active,Riverside,Riverside Unified,Castle View Elementary,6201 Shaker Drive,Riverside,92506-4716,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.937782,-117.34315,6/20/2016
Active,Riverside,Riverside Unified,Emerson Elementary,4660 Ottawa Avenue,Riverside,92507-5823,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.965873,-117.35281,6/18/2015
Active,Riverside,Riverside Unified,Fremont Elementary,1925 Orange Street,Riverside,92501-1938,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.996441,-117.36314,6/18/2015
Active,Riverside,Riverside Unified,Harrison Elementary,2901 Harrison Street,Riverside,92503-5505,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.903302,-117.44338,6/18/2015
Active,Riverside,Riverside Unified,Hawthorne Elementary,2700 Irving Street,Riverside,92503-5628,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.911130,-117.42405,6/18/2015
Active,Riverside,Riverside Unified,Highgrove Elementary,690 Center Street,Riverside,92507-1499,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,34.015610,-117.32634,6/18/2015
Active,Riverside,Riverside Unified,Highland Elementary,700 Highlander Drive,Riverside,92507-3064,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.984872,-117.32665,6/18/2015
Active,Riverside,Riverside Unified,Jackson Elementary,4585 Jackson Street,Riverside,92503-2758,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.936822,-117.44908,6/20/2016
Active,Riverside,Riverside Unified,Jefferson Elementary,4285 Jefferson Street,Riverside,92504-2423,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.944588,-117.42280,6/18/2015
Active,Riverside,Riverside Unified,Liberty Elementary,9631 Hayes Street,Riverside,92503-3660,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.920618,-117.45026,6/18/2015
Active,Riverside,Riverside Unified,Longfellow Elementary,3610 Eucalyptus Avenue,Riverside,92507-4161,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.978439,-117.35961,6/18/2015
Active,Riverside,Riverside Unified,Madison Elementary,3635 Madison Street,Riverside,92504-3718,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.938619,-117.40709,6/18/2015
Active,Riverside,Riverside Unified,Magnolia Elementary,3975 Maplewood Place,Riverside,92506-1848,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.962166,-117.39266,7/7/2015
Active,Riverside,Riverside Unified,Monroe Elementary,8535 Garfield Avenue,Riverside,92504-2906,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.934354,-117.43028,7/27/2016
Active,Riverside,Riverside Unified,Mountain View Elementary,6180 Streeter Avenue,Riverside,92504-1253,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.959632,-117.41853,6/20/2016
Active,Riverside,Riverside Unified,Pachappa Elementary,6200 Riverside Avenue,Riverside,92506-2147,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,P-6,N,N,33.956550,-117.38789,6/20/2016
Active,Riverside,Riverside Unified,Sunshine Special Education,9390 California Avenue,Riverside,92503-3217,CA,7/1/1980,,N,,54,Unified School District,09,Special Education Schools (Public),Special Education School,Elementary,P-12,N,N,33.927482,-117.45000,6/18/2015
Active,Riverside,Riverside Unified,Victoria Elementary,2910 Arlington Avenue,Riverside,92506-4449,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.946356,-117.37504,6/18/2015
Active,Riverside,Riverside Unified,Washington Elementary,2760 Jane Street,Riverside,92506-4301,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.935040,-117.38257,6/20/2016
Active,Riverside,Riverside Unified,Central Middle,4795 Magnolia Avenue,Riverside,92506-0155,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,5-8,N,N,33.971932,-117.38457,6/18/2015
Active,Riverside,Riverside Unified,Matthew Gage Middle,6400 Lincoln Avenue,Riverside,92506-4423,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.940540,-117.37890,6/20/2016
Active,Riverside,Riverside Unified,Sierra Middle,4950 Central Avenue,Riverside,92504-1819,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.953363,-117.41090,7/27/2016
Active,Riverside,Riverside Unified,University Heights Middle,1155 Massachusetts Avenue,Riverside,92507-2897,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.986696,-117.33700,6/18/2015
Active,Riverside,Riverside Unified,Chemawa Middle,8830 Magnolia Avenue,Riverside,92503-4414,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.926844,-117.43490,6/18/2015
Active,Riverside,Riverside Unified,Woodcrest Elementary,16940 Krameria Avenue,Riverside,92504-6119,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.879957,-117.36556,6/20/2016
Active,Riverside,Riverside Unified,William Howard Taft Elementary,959 Mission Grove Parkway North,Riverside,92506-6226,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.929045,-117.33265,7/27/2016
Active,Riverside,Riverside Unified,Benjamin Franklin Elementary,19661 Orange Terrace Parkway,Riverside,92508-3256,CA,9/6/1990,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.894815,-117.31638,6/18/2015
Active,Riverside,Riverside Unified,Amelia Earhart Middle,20202 Aptos Street,Riverside,92508-3256,CA,9/6/1995,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,33.889420,-117.30979,6/18/2015
Active,Riverside,Riverside Unified,Tomas Rivera Elementary,20440 Red Poppy Lane,Riverside,92508-3256,CA,9/6/1995,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.888225,-117.30617,6/18/2015
Active,Riverside,Riverside Unified,John F. Kennedy Elementary,19125 Schoolhouse Lane,Riverside,92508-7147,CA,9/3/2002,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,33.897555,-117.33078,6/18/2015
Active,Riverside,Romoland Elementary,,25900 Leon Rd,Homeland,92548-9141,CA,,,,,52,Elementary School District,,,,,,,,33.744908,-117.11862,1/27/2017
Active,Riverside,Romoland Elementary,Mesa View Elementary,27227 Heritage Lake Drive,Romoland,92585-2628,CA,8/22/2007,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.724573,-117.14838,6/18/2015
Active,Riverside,Romoland Elementary,Ethan A Chase Middle,28100 Calm Horizon Drive,Menifee,92585-9289,CA,8/22/2007,,N,,52,Elementary School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,33.714876,-117.14307,6/18/2015
Active,Riverside,Romoland Elementary,Boulder Ridge Elementary,27327 Juniper Road,Menifee,92585-9812,CA,7/1/2013,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.734890,-117.22405,11/15/2016
Active,Riverside,Romoland Elementary,Romoland Elementary,25890 Antelope Road,Romoland,92585-9660,CA,7/1/1980,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.745090,-117.17171,8/19/2016
Active,Riverside,Romoland Elementary,Harvest Valley Elementary,29955 Watson Road,Romoland,92585-9767,CA,9/4/1990,,N,,52,Elementary School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.750382,-117.13735,6/18/2015
Active,Riverside,San Jacinto Unified,,2045 South San Jacinto Avenue,San Jacinto,92583-5626,CA,,,,,54,Unified School District,,,,,,,,33.765556,-116.95869,6/23/2015
Active,Riverside,San Jacinto Unified,Estudillo Elementary,900 Las Rosas Drive,San Jacinto,92583-4420,CA,7/6/2004,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.780281,-116.94191,8/19/2016
Active,Riverside,San Jacinto Unified,"Clayton A. Record, Jr., Elementary",1600 Malaga Drive,San Jacinto,92583-2369,CA,8/30/2004,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.807040,-116.97489,6/18/2015
Active,Riverside,San Jacinto Unified,San Jacinto Early Childhood Education Center,257 Grand Army,San Jacinto,92583-3322,CA,7/1/2007,,N,,54,Unified School District,08,Preschool,Traditional,Preschool,P,N,,33.787691,-116.96451,9/15/2015
Active,Riverside,San Jacinto Unified,Megan Cope Elementary,2550 Via La Sierra Lane,San Jacinto,92582-4700,CA,8/16/2010,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,33.805665,-116.97483,8/19/2016
Active,Riverside,San Jacinto Unified,San Jacinto Leadership Academy - Magnet,1599 Malaga Drive,San Jacinto,92583-2369,CA,8/15/2011,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,Y,33.806955,-116.97480,6/18/2015
Active,Riverside,San Jacinto Unified,San Jacinto Adult,1000 Ramona Boulevard,San Jacinto,92582-2552,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,High School,Adult,N,,33.796162,-116.97379,8/19/2016
Active,Riverside,San Jacinto Unified,Mountain Heights Academy,1000 Ramona Boulevard,San Jacinto,92582-2552,CA,3/1/2001,,N,,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,1-12,N,N,33.796201,-116.97386,8/19/2016
Active,Riverside,San Jacinto Unified,Mountain View High,1000 Ramona Boulevard,San Jacinto,92582-2576,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,33.796201,-116.97386,8/23/2016
