StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Closed,Los Angeles,Los Angeles County Special Ed,Cameron,1225 E. Cameron Avenue,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Demille (Cecil B.) School,9025 E. Parkcrest Street,Long Beach,90808,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Howe (John Wesley) School,2631 Olympic Boulevard,Los Angeles,90006,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Lark Ellen School,4555 N. Lark Ellen,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Millikan (Robert A.) High (Sld,2800 Snowden Avenue,Long Beach,90815,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Oak Grove School (MH),140 Foothill Boulevard,La Canada,91011,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Roosevelt (Theodore) School,850 N. Cordova Street,Burbank,91505,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sage,"38060 N. 20Th Street, East",Palmdale,93550,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Washington Junior High,9725 E. Jefferson Avenue,Bellflower,90706,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Charter Oak Hospital,19757 Covina Boulevard,Covina,91724,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Franklin (Deaf and Hard of Hea,850 Inglewood Avenue,Redondo Beach,90278,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Gladstone,1040 E. Gladstone,Azusa,91702,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Lakewood High,4400 Briercrest Avenue,Lakewood,90713,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,La Mirada High,13520 Adelfa,La Mirada,90638,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,La Mirada Pau,15920 Barbata Road,La Mirada,90638,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Optimist Community Day Center,6957 N. Figueroa Street,Los Angeles,90042,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Nottingham (Ralph),11960 E. 162Nd Street,Norwalk,90650,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Rancho School,14540 San Cristobal Drive,La Mirada,90638,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Shively (Dean L.),1413 N. Central Avenue,South El Monte,91733,CA,7/1/1980,6/27/1984,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Round Meadow,5151 Round Meadow Road,Calabasas,91302,CA,7/1/1980,11/13/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Adams (John)(Aphasia),2121 W. 238Th Street,Torrance,90561,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Brainard School (MH),11407 Brainard Avenue,Lake View,91342,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Casa Colina,255 Bonita Avenue,Pomona,91767,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Emerson (Ralph Waldo)(MH),725 W. Franklin,Pomona,91766,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Gateways Cntr (MH),1891 Effie Street,Los Angeles,90026,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Lexington,550 W. Lexington Street,Pomona,91766,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Mountain View School (MH),851 Santa Clara Avenue,Claremont,91711,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,San Gabriel Valley/Training Ce,400 S. Covina Boulevard,La Puente,91746,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sunkist (Autism),820 N. Phillips,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,White Oaks (PAU),31761 W. Village Sch. Road,Westlake Village,91361,CA,7/1/1980,11/13/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Wing Lane (Aphasia),16605 Wing Lane,Valinda,91744,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sumner (Aphasia),1770 Sumner Avenue,Claremont,91711,CA,7/1/1980,11/13/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Willowood (MH),2021 W. Alwood,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,"Collegewood School (Autistic,M",20725 Collegewood Drive,Walnut Valley,91789,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Aviation High (MH),2025 Manhattan Beach Boulevard,Redondo Beach,90278,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Charter Oaks High,1430 E. Covina Boulevard,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,CEA Los Angeles Co,Jack B. Clarke High,13200 South Bloomfield Avenue,Norwalk,90650,CA,7/1/1980,1/1/2012,N,,99,Administration Only,11,Youth Authority Facilities,Youth Authority School,High School,9-12,,,,,1/6/2012
Closed,Los Angeles,CEA Los Angeles Co,Nelles (Fred C.) High,11850 East Whittier Boulevard,Whittier,90601,CA,7/1/1980,6/30/2004,N,,99,Administration Only,11,Youth Authority Facilities,,High School,8-12,,,,,1/30/2009
Closed,Los Angeles,ABC Unified,ABC Evening High School,16800 Shoemaker Avenue,Cerritos,90701,CA,7/1/1980,11/23/1994,N,,54,Unified School District,70,Adult Education Centers,,High School,9-12,,,,,6/24/1999
Closed,Los Angeles,ABC Unified,Bloomfield Elementary,12120 E. Carson Street,Hawaiian Gardens,90716,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,ABC Unified,Cabrillo Lane Elementary YR,20122 Cabrillo Lane,Cerritos,90701,CA,7/1/1980,2/5/1985,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,ABC Unified,Carmenita Elem.,,,,,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Antelope Valley Union High,Desert Pathways,6300 West Avenue L,Quartz Hill,93534-3226,CA,6/2/2002,8/11/2006,N,,56,High School District,66,High Schools (Public),,High School,9-12,,,,,1/30/2009
Closed,Los Angeles,Antelope Valley Union High,Independent Study,45024 3rd Street,Lancaster,93535,CA,7/1/1980,12/31/1993,N,,56,High School District,63,Alternative Schools of Choice,,High School,9-12,,,,,12/27/2005
Closed,Los Angeles,Antelope Valley Union High,Sierra Paloma,2231 E. Avenue Q,Palmdale,93550,CA,7/1/1980,6/30/1989,N,,56,High School District,68,Continuation High Schools,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Antelope Valley Union High,Hearns (Henry) Charter,37721 East 100th Street,Littlerock,93543,CA,9/12/2000,9/2/2005,Y,Directly funded,56,High School District,65,K-12 Schools (Public),,Elementary,K-12,,,,,1/30/2009
Closed,Los Angeles,Arcadia Unified,Huntington High (Cont.),20 South 3rd Avenue,Arcadia,91006,CA,7/1/1980,6/30/1992,N,,54,Unified School District,68,Continuation High Schools,,High School,9-12,,,,,12/27/2005
Closed,Los Angeles,Arcadia Unified,Bonita Park Elementary,120 S. Third Avenue,Arcadia,91006,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Arcadia Unified,Santa Anita Elementary,1900 S. Santa Anita Avenue,Arcadia,91006,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Azusa Unified,Longfellow,245 West Tenth Street,Azusa,91702-2310,CA,8/31/2010,8/18/2014,N,,54,Unified School District,08,Preschool,Special Education School,Elementary,P-K,,,34.139050,-117.90936,9/8/2014
Closed,Los Angeles,Azusa Unified,Citrus Laboratory,456 E. Fifth Street,Azusa,91702,CA,7/1/1980,6/30/1989,N,,54,Unified School District,66,High Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Azusa Unified,Alternative Learning Ctr. (Cont.),1134 South Barranca,Glendora,91740,CA,9/1/1986,3/3/1992,N,,54,Unified School District,68,Continuation High Schools,,Elementary-High Combination,K-12,,,,,12/27/2005
Closed,Los Angeles,Azusa Unified,Longfellow,245 West 10th Street,Azusa,91702-2310,CA,7/1/1980,6/30/2010,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-1,,,34.139089,-117.90930,7/2/2013
Closed,Los Angeles,Azusa Unified,William Drendel Elementary,5834 Barranca Street,Glendora,91740,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Azusa Unified,Alternative Learning Center (Cont.),5834 North Barranca Canyon,Glendora,91740,CA,7/1/1980,12/5/1991,N,,54,Unified School District,68,Continuation High Schools,,Elementary-High Combination,K-12,,,,,12/27/2005
Closed,Los Angeles,Baldwin Park Unified,Baldwin Park Alternative,4730 Baldwin Park Boulevard,Baldwin Park,91706,CA,1/30/1998,9/30/2011,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,K-12,,,34.098336,-117.96483,7/2/2013
Closed,Los Angeles,Baldwin Park Unified,Baldwin Park Community Day,,,,,9/3/1996,6/30/1999,N,,54,Unified School District,69,District Community Day Schools,,High School,7-12,,,,,6/15/2000
Closed,Los Angeles,Bassett Unified,Puente Valley Charter Middle,13006 Philadelphia #411,Whitter,90601,CA,9/5/2006,4/13/2006,Y,,54,Unified School District,62,Intermediate/Middle Schools (Public),,Intermediate/Middle/Junior High,6-7,,,,,4/26/2006
Closed,Los Angeles,Bassett Unified,Bassett Elementary,546 N. Vineland Avenue,La Puente,91746,CA,7/1/1980,9/24/1985,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bassett Unified,Keenan (Ethel D.) Elementary,454 Coberta Street,La Puente,91746,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bassett Unified,Florence E. Flanner Elementary,1314 N. Leborgne Street,La Puente,91746,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bassett Unified,Thomas M. Erwin Elementary,943 North Sunkist Avenue,La Puente,91746-1733,CA,7/1/1980,6/30/2008,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,,,,,10/2/2009
Closed,Los Angeles,Bellflower Unified,Las Flores Elementary,10039 East Palm Street,Bellflower,90706-6013,CA,7/1/1991,7/1/2010,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,,,33.876715,-118.12017,7/2/2013
Closed,Los Angeles,Bellflower Unified,Lincoln Elementary,9553 E. Beach Street,Bellflower,90706,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bellflower Unified,Thompson (May) Elementary,15143 S. Ryon Street,Bellflower,90706,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bellflower Unified,Rogers (Will) Elementary,9219 E. Ramona Street,Bellflower,90706,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bellflower Unified,Woodrow Wilson (Defunct),6024 N Clark Avenue,Lakewood,90712,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bellflower Unified,Roosevelt (Franklin D.) Junior,6145 N. Clark Avenue,Lakewood,90712,CA,7/1/1980,6/30/1989,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Bellflower Unified,Betsy Ross Center (MH) Preschool,4718 East Michelson Street,Lakewood,90712,CA,7/1/1980,3/2/1992,N,,54,Unified School District,09,Special Education Schools (Public),,Elementary,K,,,,,12/27/2005
Closed,Los Angeles,Beverly Hills Unified,Beverly Hills Adult,255 South Lasky Drive,Beverly Hills,90212-3644,CA,7/1/1980,8/28/2013,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,,,,,10/21/2013
Closed,Los Angeles,Bonita Unified,Bonita Unified Alternative Ed.,115 West Allen Avenue,San Dimas,91773,CA,7/1/1980,12/16/1994,N,,54,Unified School District,63,Alternative Schools of Choice,,Elementary-High Combination,K-12,,,,,12/27/2005
Closed,Los Angeles,Bonita Unified,La Verne Primary,8Th and E Streets,La Verne,91750,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Burbank Unified,Off Campus Learning Center,3811 Allan Avenue,Burbank,91505-1809,CA,8/27/2007,6/30/2015,N,,54,Unified School District,09,Special Education Schools (Public),Special Education School,Elementary,7-12,N,N,34.177600,-118.35570,6/30/2015
Closed,Los Angeles,Burbank Unified,Burroughs (John) Evening High,,,,,7/1/1980,6/30/1989,N,,54,Unified School District,70,Adult Education Centers,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Burbank Unified,Franklin Elementary,2401 N. Naomi Street,Burbank,91504,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Burbank Unified,Lincoln Elementary,330 N. Buena Vista Street,Burbank,91505,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Burbank Unified,Mann Elementary,3401 Scott Road,Burbank,91504,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Burbank Unified,Mingay Elementary,3811 Allan Avenue,Burbank,91505,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Burbank Unified,Monterey Avenue Elementary,1915 Monterey Avenue,Burbank,91506,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Centinela Valley Union High,Media Art Academy at Centinela,14115 Chaudron Avenue,Hawthorne,90250,CA,9/15/2004,9/10/2008,Y,Directly funded,56,High School District,66,High Schools (Public),Traditional,High School,7-12,,,,,10/2/2009
Closed,Los Angeles,Centinela Valley Union High,Lennox High,11033 S. Buford Avenue,Lennox,90304,CA,7/1/1980,2/5/1985,N,,56,High School District,66,High Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Charter Oak Unified,Foundation High,PO Box 9,Covina,91723,CA,7/1/1980,6/30/1989,N,,54,Unified School District,66,High Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Charter Oak Unified,Charter Oak Alternative Education,20240 Cienega Avenue,Covina,91273-5356,CA,7/1/1980,3/23/1995,N,,54,Unified School District,63,Alternative Schools of Choice,,Elementary-High Combination,K-12,,,,,6/24/1999
Closed,Los Angeles,Charter Oak Unified,Banna Elementary,800 N. Banna Avenue,Covina,91722,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Charter Oak Unified,Charter Oak Elementary,20350 E. Cienega Avenue,Charter Oak,91723,CA,7/1/1980,6/30/1989,N,,54,Unified School District,60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
